;Abertura da Proposta;Edital;Endereço;Entrega da Proposta;Fax;Objeto;Telefone;preg_cod
63; em 28/11/2013 às 09:00Hs, no endereço: www.comprasnet.gov.br;18/11/2013 das 08:15 às 11:45 Hs e das 13:00 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 18/11/2013 às 08:15Hs;(0xx21) 21265981      ;Objeto: Pregão Eletrônico -  O objeto da presente licitação é a escolha da proposta mais vantajosa para a prestação do serviço comum de engenharia para a execução de sondagens geotécnicas mistas, através de 8 (oito) furos de sondagem em solo e rochas, visando o reconhecimento do subsolo na Área do tanque Papa (P), com 4 (quatro)  furos e na área junto a Casa Oleomar, com 4 (quatro)  furos, conforme os Croquis e  Plantas constante dos Apensos, em terreno situado no Depósito de Combustíveis da Marinha no Rio de Janeiro, incluídos no objeto  todos os serviços e custos diretos e indiretos relativos à execução de sondagens mistas, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;(0xx21) 21265980;602013
64; em 23/09/2013 às 09:00Hs, no endereço: www.comprasnet.gov.br;11/09/2013 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 11/09/2013 às 08:15Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Serviço de telefonia móvel.;(0xx21) 21265980;672013
65; em 30/09/2013 às 09:00Hs, no endereço: www.comprasnet.gov.br;16/09/2013 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 16/09/2013 às 08:15Hs;(0xx21) 21265981      ;Objeto: Pregão Eletrônico -  Aquisição de materiais de cozinha e mobiliário;(0xx21) 21265980;692013
66; em 20/08/2014 às 09:00Hs, no endereço: www.comprasnet.gov.br;07/08/2014 das 08:30 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 07/08/2014 às 08:30Hs;(0xx21) 21265980      ;Objeto: Pregão Eletrônico -  Aquisição de Gêneros Alimentícios para o Depósito de Combustíveis da Marinha no Rio de Janeiro;(0xx21) 21265980;22014
67; em 06/11/2014 às 09:00Hs, no endereço: www.comprasnet.gov.br;24/10/2014 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 24/10/2014 às 08:15Hs;(0xx21) 21265981      ;Objeto: Pregão Eletrônico -  Aquisição de reagentes para a divisão técnica e meio-ambiente;(0xx21) 21265980;32014
68; em 26/11/2014 às 09:00Hs, no endereço: www.comprasnet.gov.br;14/11/2014 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 14/11/2014 às 08:15Hs;(0xx21) 21265981      ;Objeto: Pregão Eletrônico -  Aquisição de material para o laboratório da Divisão de Técnica e Meio Ambiente do Depósito de Combustíveis da Marinha no Rio de Janeiro,  conforme condições, quantidades, exigências e estimativas estabelecidas no Edital.;(0xx21) 21265980;42014
69; em 26/09/2014 às 09:00Hs, no endereço: www.comprasnet.gov.br;16/09/2014 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 16/09/2014 às 08:15Hs;(0xx21) 21265981      ;Objeto: Pregão Eletrônico -  Serviço de manutenção, fornecimento e substituição de elementos dos vasos filtrantes da rede de querosene de aviação (JP-5);(0xx21) 21265980;132014
70; em 16/12/2014 às 09:00Hs, no endereço: www.comprasnet.gov.br;04/12/2014 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 04/12/2014 às 08:15Hs;(0xx21) 21265981      ;Objeto: Pregão Eletrônico -  Aquisição mangueiras de abastecimento de combustível aeronaval, para atender às necessidades da Divisão de Abastecimento do Depósito de Combustíveis da Marinha no Rio de Janeiro,  conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;(0xx21) 21265980;172014
71; em 29/09/2014 às 09:00Hs, no endereço: www.comprasnet.gov.br;15/09/2014 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 15/09/2014 às 08:15Hs;(0xx21) 21265981      ;Objeto: Pregão Eletrônico -  Aquisição de Gêneros Alimentícios;(0xx21) 21265980;232014
72; em 12/11/2014 às 09:00Hs, no endereço: www.comprasnet.gov.br;31/10/2014 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 31/10/2014 às 08:15Hs;(0xx21) 21265981      ;Objeto: Pregão Eletrônico -  Aquisição de Gás Liquefeito de Petróleo   GLP   engarrafado, propano-butano para aplicação em cozinha industrial e em empilhadeira industrial, para a Divisão de Intendência e de Abastecimento, respectivamente, do Depósito de Combustíveis da Marinha no Rio de Janeiro, conforme condições, quantidades, exigências e estimativas estabelecidas neste Edital,;(0xx21) 21265980;262014
73; em 12/02/2015 às 09:00Hs, no endereço: www.comprasnet.gov.br;02/02/2015 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 02/02/2015 às 08:15Hs;(0xx21) 21265981      ;Objeto: Pregão Eletrônico -  Prestação de serviços continuados de limpeza predial, conservação e jardinagem, com fornecimento de funcionários, equipamentos e material, com execução mediante o regime de empreitada, tipo menor preço global, para atender às necessidades do Depósito de Combustíveis da Marinha no Rio de Janeiro, conforme especificações e quantitativos estabelecidos no edital e seus anexos.;(0xx21) 21265980;12015
74; em 06/04/2015 às 09:00Hs, no endereço: www.comprasnet.gov.br;20/03/2015 das 08:30 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 20/03/2015 às 08:30Hs;(0xx21) 21265981      ;Objeto: Pregão Eletrônico -  Escolha da proposta mais vantajosa para a contratação eventual de prestação de serviço de manutenção corretiva de bombas de Combustíveis do Depósito de Combustíveis da Marinha no Rio de Janeiro, conforme especificações, condições, quantidades e exigências estabelecidas neste Edital e seus anexos;(0xx21) 21265980;22015
75; em 28/05/2015 às 08:30Hs, no endereço: www.comprasnet.gov.br;18/05/2015 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 18/05/2015 às 08:15Hs;(0xx21) 21265981      ;Objeto: Pregão Eletrônico -  Serviço de manutenção de empilhadeiras;(0xx21) 21265980;32015
76; em 15/10/2015 às 09:00Hs, no endereço: www.comprasnet.gov.br;01/10/2015 das 08:00 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 01/10/2015 às 08:00Hs;(0xx21) 21265981      ;Objeto: Pregão Eletrônico -  Eventual contratação de serviços de empresa especializada em remoção, transporte e destinação final de misturas oleosas e resíduos oleosos, limpeza e desgaseificação de tanques de armazenamentos de combustíveis, chatas de transportes de combustíveis, caminhões tanques(pipa) de transporte de combustíveis, separador de água e óleo (S.A.O) e caixas separadoras dos postos de combustíveis, da Divisão de Abastecimento do Depósito de Combustíveis da Marinha no Rio de Janeiro.;(0xx21) 21265980;42015
77; em 04/11/2015 às 09:00Hs, no endereço: www.comprasnet.gov.br;22/10/2015 das 08:15 às 11:45 Hs e das 13:15 às 15:00 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 22/10/2015 às 08:15Hs;(0xx21) 21265986      ;Objeto: Pregão Eletrônico -  Contratação de serviços de Manutenção e Substituição de Elementos Filtrantes ? JP 5 condições, quantidades e exigências estabelecidas neste Edital e seus anexos.;(0xx21) 21265980;72015
78; em 07/07/2016 às 09:00Hs, no endereço: www.comprasnet.gov.br;27/06/2016 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 27/06/2016 às 08:15Hs;(0xx21) 21265995      ;Objeto: Pregão Eletrônico -  Registro de preços para escolha da proposta mais vantajosa para aquisição de equipamentos, serviços, insumos e treinamento,  para a realização de análises de combustíveis e lubrificantes, para a Divisão de Técnica do Depósito de Combustíveis da Marinha no Rio de Janeiro, conforme especificações,  condições,  condições, quantidades, exigências e estimativas apresentadas e estabelecidas no Edital e seus anexos.;(0xx21) 21255980;82015
79; em 17/08/2015 às 09:00Hs, no endereço: www.comprasnet.gov.br;04/08/2015 das 08:15 às 11:45 Hs e das 13:15 às 15:00 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 04/08/2015 às 08:15Hs;(0xx21) 5995          ;Objeto: Pregão Eletrônico -  Manutenção Preventiva de empilhadeiras;(0xx21) 21265980;92015
80; em 17/02/2016 às 10:00Hs, no endereço: www.comprasnet.gov.br;03/02/2016 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 03/02/2016 às 08:15Hs;(0xx21) 21265981      ;Objeto: Pregão Eletrônico -  Aquisição de 300 tambores novos, com capacidade de 200 litros, tipo tampa fixa, fabricado em chapa de aço carbono, espessura 0,85 mm no corpo e 1,12 mm na tampa e no fundo, com flanges, bujões e lacres, diâmetro de 3/4´ e 2´, pintado internamente com tinta epóxi fenólica creme e externamente com tinta alquídica na cor cinza e com Garantia de 12 (doze) meses.;(0xx21) 21265980;102015
81; em 28/01/2015 às 09:00Hs, no endereço: www.comprasnet.gov.br;15/01/2015 das 08:30 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 15/01/2015 às 08:30Hs;(0xx21) 21265981      ;Objeto: Pregão Eletrônico -  Prestação de serviços continuados de limpeza predial, conservação e jardinagem, com fornecimento de funcionários, equipamentos e material, com execução mediante o regime de empreitada, tipo menor preço global, para atender às necessidades do Depósito de Combustíveis da Marinha no Rio de Janeiro, conforme especificações e quantitativos estabelecidos no edital e seus anexos;(0xx21) 21265980;202015
82; em 28/06/2016 às 09:00Hs, no endereço: www.comprasnet.gov.br;15/06/2016 das 08:15 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 15/06/2016 às 08:15Hs;(0xx21) 21265995      ;Objeto: Pregão Eletrônico -  Aquisição de gás GLP;(0xx21) 21265981;12016
83; em 13/07/2017 às 09:00Hs, no endereço: www.comprasnet.gov.br;30/06/2017 das 08:30 às 11:45 Hs e das 13:00 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 30/06/2017 às 08:30Hs;(0xx21) 21265995      ;Objeto: Pregão Eletrônico -  Contratação de empresa para eventual prestação de serviços de inspeção de tanques de combustível do Depósito de Combustíveis da Marinha do Rio de Janeiro (DepCMRJ), conforme as especificações e quantitativos estabelecidos no Anexo B, ESPECIFICAÇÃO TÉCNICA da Seção de Infraestrutura de Abastecimento do DepCMRJ.;(0xx21) 21265981;92016
84; em 09/08/2017 às 09:00Hs, no endereço: www.comprasnet.gov.br;27/07/2017 das 08:30 às 11:45 Hs e das 13:00 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 27/07/2017 às 08:30Hs;(0xx21) 21265995      ;Objeto: Pregão Eletrônico -  Registro de preços para eventual contratação do serviço de manutenção preventiva e corretiva de viaturas com aplicação de peças de reposição (originais ou genuínas) essenciais aos serviços de manutenção e fornecimento de peças (originais ou genuínas), em proveito do Depósito de Combustíveis da Marinha no Rio de Janeiro, DepCMRJ, em conformidade com os quantitativos e especificações contidas no Edital nº 02/2017 e seus anexos..;(0xx21) 21265981;22017
85; em 03/08/2017 às 09:00Hs, no endereço: www.comprasnet.gov.br;21/07/2017 das 08:30 às 11:45 Hs e das 13:00 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 21/07/2017 às 08:30Hs;(0xx21) 21265995      ;Objeto: Pregão Eletrônico -  Contratação eventual de serviços para a remoção, transporte e destinação final de misturas oleosas e resíduos oleosos, desgaseificação e limpeza dos tanques de armazenagem, calhas, separadores de água e óleo, caixas separadoras dos postos e do parque de tancagem e aquisição de mangotes, defensas e materiais de marinharia  e EPI para abastecimento de embarcações e caminhões do DepCMRJ;(0xx21) 21265981;32017
86; em 27/03/2017 às 09:00Hs, no endereço: www.comprasnet.gov.br;14/03/2017 das 08:30 às 11:45 Hs e das 13:15 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 14/03/2017 às 08:30Hs;(0xx21) 21265979      ;Objeto: Pregão Eletrônico -  Serviço de manutenção, fornecimento e substituição de elementos dos vasos filtrantes da rede de querosene de aviação (JP-5), conforme condições, quantidades e exigências estabelecidas no Edital.;(0xx21) 21265980;42017
87; em 05/05/2017 às 09:00Hs, no endereço: www.comprasnet.gov.br;24/04/2017 das 08:30 às 11:50 Hs e das 13:00 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 24/04/2017 às 08:30Hs;(0xx21) 21265995      ;Objeto: Pregão Eletrônico -  Contratação de Serviço de manutenção, fornecimento e substituição de elementos dos vasos filtrantes da rede de querosene de aviação (JP-5), conforme condições, quantidades e exigências estabelecidas neste Edital e  seus anexos.;(0xx21) 21265981;102017
88; em 12/09/2017 às 09:00Hs, no endereço: www.comprasnet.gov.br;28/08/2017 das 08:30 às 11:45 Hs e das 13:00 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 28/08/2017 às 08:30Hs;(0xx21) 2126595       ;Objeto: Pregão Eletrônico -  Registro de Preços para escolha da proposta mais vantajosa para a contratação de empresa para a prestação de serviços de recolhimento de lixo gerado por esta Organização Militar, em decorrência de suas atividades administrativas, conforme as condições, quantidades e exigências estabelecidas neste Termo de Referência.;(0xx21) 21265980;112017
89; em 18/05/2017 às 09:00Hs, no endereço: www.comprasnet.gov.br;08/05/2017 das 08:30 às 11:45 Hs e das 13:00 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 08/05/2017 às 08:30Hs;(0xx21) 21265995      ;Objeto: Pregão Eletrônico -  Contratação eventual prestação de serviços continuados de limpeza predial e conservação,  com fornecimento de funcionários, equipamentos e material, com execução mediante o regime de empreitada, tipo menor preço global, para atender às necessidades do Depósito de Combustíveis da Marinha no Rio de Janeiro, conforme especificações e quantitativos estabelecidos neste Edital 12/2017, e seus anexos;(0xx21) 21265981;122017
90; em 30/08/2017 às 09:00Hs, no endereço: www.comprasnet.gov.br;17/08/2017 das 08:30 às 11:50 Hs e das 13:00 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 17/08/2017 às 08:30Hs;(0xx21) 21265995      ;Objeto: Pregão Eletrônico -  Aquisição eventual de Gás liquefeito de petróleo (GLP), engarrafado em cilindros ou botijões de 45 Kg e 20 Kg, para aplicação em cozinha e empilhadeiras industriais, conforme condições, quantidades, exigências e estimativas estabelecidas neste Termo de Referência.;(0xx21) 21265981;132017
91; em 26/09/2017 às 09:15Hs, no endereço: www.comprasnet.gov.br;14/09/2017 das 08:30 às 11:45 Hs e das 13:00 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 14/09/2017 às 08:30Hs;(0xx21) 21265995      ;"Objeto: Pregão Eletrônico -  AQUISIÇÃO DE EQUIPAMENTOS, SERVIÇOS, INSUMOS E TREINAMENTO, PARA A REALIZAÇÃO DE ANÁLISES DE COMBUSTÍVEIS NO LABORATÓRIO; BARREIRAS DE CONTENÇÃO DE COMBUSTÍVEIS NO MAR; MATERIAIS DE MARINHARIA; MATERIAIS DE CARPINTARIA; MATERIAIS DE METALURGIA; EQUIPAMENTOS DE REFRIGERAÇÃO;  E EQUIPAMENTOS PARA COZINHA INDUSTRIAL do DepCMRJ, conforme especificações, condições, quantidades, exigências e estimativas estabelecidas neste Termo de Referência.";(0xx21) 21265981;182017
92; em 06/12/2017 às 08:30Hs, no endereço: www.comprasnet.gov.br;24/11/2017 das 08:30 às 11:45 Hs e das 13:00 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 24/11/2017 às 08:30Hs;(0xx21) 21265981      ;Objeto: Pregão Eletrônico -  Aquisição de material e serviços de combate a incêndio e controle a acidente ambiental para Seção de Meio Ambiente  fornecidos ao Depósito de Combustíveis da Marinha no Rio de Janeiro, conforme condições, quantidades, exigências e estimativas,   estabelecidas neste instrumento;(0xx21) 21265995;192017
93; em 30/04/2018 às 09:00Hs, no endereço: www.comprasnet.gov.br;17/04/2018 das 08:00 às 11:50 Hs e das 13:00 às 15:00 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 17/04/2018 às 08:00Hs;(0xx21) 21265995      ;Objeto: Pregão Eletrônico -  Registro de preços para a escolha da proposta mais vantajosa para a contratação de serviços comuns de engenharia de manutenção nas redes de combustíveis e materiais  do, contemplando o fornecimento de todo material necessário à sua execução, para atender suas necessidades conforme o Edital e as especificações e quantitativos estabelecidos especificações e quantitativos estabelecidos, com FORNECIMENTO DE TODO O MATERIAL, SOBRESSALTANTES,PEÇAS E COMPONENTES (NOVOS E ORIGINAIS);(0xx21) 21265980;202017
94; em 19/12/2017 às 08:30Hs, no endereço: www.comprasnet.gov.br;07/12/2017 das 08:30 às 11:45 Hs e das 13:00 às 15:30 Hs;Praia da Bica 1361 - Ilha do Governador -  - Rio de Janeiro (RJ); a partir de 07/12/2017 às 08:30Hs;(0xx21) 21265995      ;"Objeto: Pregão Eletrônico -  O objeto da presente licitação é o registro de preços para escolha da proposta mais vantajosa para aquisição de equipamentos, serviços, insumos e treinamento, para a realização de análises de combustíveis no laboratório;  materiais em geral para as instalações do Depósito de Combustíveis da Marinha no Rio de Janeiro, conforme especificações,  condições, quantidades, exigências e estimativas estabelecidas neste Edital e seus Anexos.";(0xx21) 21265981;222017
